INSERT INTO dbo.FactSalesOrder
VALUES
(3436,20220120,855,178,7,630.00),
(3437,20220120,824,29900,3,708.00),
(3438,20220120,823,630,9,790.00),
(3439,20220120,848,66,1,45.00),
(3440,20220121,730,30025,5,1686.00),
(3441,20220121,889,473,4,4016.00),
(3442,20220122,720,255,9,12884.00),
(3443,20220122,819,406,4,994.00),
(3444,20220122,774,419,8,27200.00),
(3445,20220122,762,29643,2,1566.00),
(3446,20220122,680,406,6,8589.00),
(3447,20220123,858,29600,3,73.00),
(3448,20220123,994,491,7,378.00),
(3449,20220124,780,697,7,16240.00),
(3450,20220124,775,29975,3,10125.00),
(3451,20220124,890,488,5,5020.00),
(3452,20220124,826,689,9,1013.00),
(3453,20220124,887,29565,10,10039.00),
(3454,20220124,985,496,3,1695.00),
(3455,20220124,915,308,6,235.00),
(3456,20220124,804,661,9,2065.00),
(3457,20220124,989,29671,8,4320.00),
(3458,20220124,883,533,8,432.00),
(3459,20220125,788,29987,5,5400.00),
(3460,20220125,765,30053,6,4698.00),
(3461,20220125,979,59,3,2227.00),
(3462,20220125,824,29668,8,1888.00),
(3463,20220125,829,29553,5,1225.00),
(3464,20220126,759,29797,1,783.00),
(3465,20220126,855,490,4,360.00),
(3466,20220126,714,29831,11,550.00),
(3467,20220126,803,30046,3,526.00),
(3468,20220126,811,454,9,401.00),
(3469,20220126,873,470,2,5.00),
(3470,20220126,781,457,2,4640.00),
(3471,20220126,889,274,7,7027.00),
(3472,20220126,759,344,7,5481.00),
(3473,20220127,884,563,2,108.00),
(3474,20220127,925,29727,3,749.00),
(3475,20220128,895,29737,9,3001.00),
(3476,20220128,770,541,6,4698.00),
(3477,20220128,972,97,11,13363.00),
(3478,20220128,816,29530,3,627.00),
(3479,20220128,823,475,9,790.00),
(3480,20220128,785,131,8,8640.00),
(3481,20220128,869,29830,6,420.00),
(3482,20220129,904,343,3,1092.00),
(3483,20220129,729,29853,5,1686.00),
(3484,20220129,890,504,8,8031.00),
(3485,20220130,867,473,7,490.00),
(3486,20220130,766,326,7,5481.00),
(3487,20220130,760,29911,5,3915.00),
(3488,20220130,777,452,3,10125.00),
(3489,20220130,931,156,3,64.00),
(3490,20220130,966,695,5,11920.00),
(3491,20220131,756,30005,9,13122.00),
(3492,20220131,733,29851,3,1784.00),
(3493,20220131,947,137,9,824.00),
(3494,20220131,803,235,7,1228.00),
(3495,20220131,876,29914,4,480.00),
(3496,20220131,818,672,1,86.00),
(3497,20220131,806,295,9,921.00),
(3498,20220131,846,29900,2,28.00),
(3499,20220131,920,372,2,528.00),
(3500,20220131,810,698,11,1323.00),
(3501,20220131,778,366,2,6750.00),
(3502,20220201,741,29521,10,13645.00),
(3503,20220201,883,29805,6,324.00),
(3504,20220201,953,348,9,10934.00),
(3505,20220201,943,496,8,1998.00),
(3506,20220201,893,670,6,6023.00),
(3507,20220201,739,30058,6,8187.00),
(3508,20220202,851,84,10,600.00),
(3509,20220202,808,30053,8,356.00),
(3510,20220202,836,29680,8,4759.00),
(3511,20220202,920,659,9,2376.00),
(3512,20220202,774,529,11,37400.00),
(3513,20220202,730,29632,8,2698.00),
(3514,20220202,898,29738,4,1334.00),
(3515,20220203,865,492,2,127.00),
(3516,20220203,937,29591,10,810.00),
(3517,20220203,901,180,2,667.00),
(3518,20220203,889,29489,10,10039.00),
(3519,20220203,769,268,4,3132.00),
(3520,20220203,775,29730,10,33750.00),
(3521,20220203,792,29906,7,17103.00),
(3522,20220204,847,29797,2,70.00),
(3523,20220205,790,444,7,17103.00),
(3524,20220205,999,381,3,1620.00),
(3525,20220205,974,565,2,3402.00),
(3526,20220205,907,505,3,320.00),
(3527,20220206,987,29692,3,1695.00),
(3528,20220206,974,390,2,3402.00),
(3529,20220206,763,201,7,5481.00),
(3530,20220206,960,29860,5,3712.00),
(3531,20220206,736,29650,6,2023.00),
(3532,20220206,970,30005,5,6074.00),
(3533,20220206,904,29668,11,4005.00),
(3534,20220207,680,29915,5,7158.00),
(3535,20220207,795,328,3,7330.00),
(3536,20220207,926,693,11,2748.00),
(3537,20220208,956,29778,11,26225.00),
(3538,20220208,923,421,8,40.00),
(3539,20220208,926,29503,6,1499.00),
(3540,20220208,799,30111,5,5602.00),
(3541,20220209,990,29781,2,1080.00),
(3542,20220210,733,601,10,5948.00),
(3543,20220210,902,29680,7,2334.00),
(3544,20220210,998,29485,5,2700.00),
(3545,20220210,938,29818,4,162.00),
(3546,20220210,822,75,6,3569.00),
(3547,20220210,964,29727,4,2969.00),
(3548,20220210,797,523,4,4482.00),
(3549,20220210,807,30071,8,998.00),
(3550,20220211,752,29654,3,10735.00),
(3551,20220211,945,232,4,366.00),
(3552,20220211,930,29926,6,210.00),
(3553,20220211,822,29870,5,2974.00),
(3554,20220211,854,29608,7,525.00),
(3555,20220212,924,29851,10,2498.00),
(3556,20220212,778,22,10,33750.00),
(3557,20220212,825,119,1,327.00),
(3558,20220212,729,29867,7,2361.00),
(3559,20220212,794,29778,10,24434.00),
(3560,20220212,777,327,3,10125.00),
(3561,20220213,894,29499,9,1093.00),
(3562,20220213,927,28,2,500.00),
(3563,20220213,764,172,6,4698.00),
(3564,20220213,876,40,9,1080.00),
(3565,20220213,896,7,8,2667.00),
(3566,20220213,946,60,6,277.00),
(3567,20220214,952,29646,7,142.00),
(3568,20220214,863,30108,8,304.00),
(3569,20220214,714,29980,5,250.00),
(3570,20220215,833,415,6,3569.00),
(3571,20220215,900,221,9,3001.00),
(3572,20220215,963,693,6,4454.00),
(3573,20220215,855,29682,10,900.00),
(3574,20220215,755,677,2,2916.00),
(3575,20220215,924,30090,9,2248.00),
(3576,20220216,793,29689,6,14660.00),
(3577,20220216,739,454,3,4094.00),
(3578,20220216,733,29524,5,2974.00),
(3579,20220216,997,191,5,2700.00),
(3580,20220216,915,307,3,117.00),
(3581,20220216,809,30044,10,619.00),
(3582,20220216,905,42,8,2913.00),
(3583,20220216,859,10,8,196.00),
(3584,20220216,783,41,3,6885.00),
(3585,20220217,767,304,2,1566.00),
(3586,20220217,940,29840,11,891.00),
(3587,20220217,806,83,4,409.00),
(3588,20220218,878,30083,10,220.00),
(3589,20220218,725,277,2,674.00),
(3590,20220218,772,29742,1,3400.00),
(3591,20220218,759,29815,8,6264.00),
(3592,20220218,980,29831,4,3078.00),
(3593,20220218,895,29689,9,3001.00),
(3594,20220218,967,491,8,19073.00),
(3595,20220218,914,316,3,81.00),
(3596,20220218,740,645,3,4094.00),
(3597,20220219,953,29548,5,6074.00),
(3598,20220219,974,29506,2,3402.00),
(3599,20220219,998,106,8,4320.00),
(3600,20220219,740,30087,5,6823.00),
(3601,20220220,766,113,4,3132.00),
(3602,20220220,753,29521,11,39361.00),
(3603,20220220,746,42,7,9447.00),
(3604,20220220,825,75,9,2945.00),
(3605,20220220,762,219,11,8613.00),
(3606,20220221,989,694,10,5400.00),
(3607,20220221,974,308,2,3402.00),
(3608,20220221,846,592,3,42.00),
(3609,20220221,826,29852,6,675.00),
(3610,20220221,854,30,6,450.00),
(3611,20220222,751,254,5,17891.00),
(3612,20220222,937,166,2,162.00),
(3613,20220222,711,222,2,70.00),
(3614,20220222,900,30012,9,3001.00),
(3615,20220222,728,326,1,337.00),
(3616,20220222,987,29502,2,1130.00),
(3617,20220222,966,29785,7,16688.00),
(3618,20220222,754,466,8,11664.00),
(3619,20220222,965,29533,4,2969.00),
(3620,20220222,896,563,1,333.00),
(3621,20220223,879,631,2,318.00),
(3622,20220223,927,29635,9,2248.00),
(3623,20220223,913,244,9,474.00),
(3624,20220223,829,417,1,245.00),
(3625,20220224,948,30112,7,746.00),
(3626,20220224,886,253,5,1667.00),
(3627,20220224,917,30111,10,2641.00),
(3628,20220224,995,29740,4,405.00),
(3629,20220225,998,30118,1,540.00),
(3630,20220225,923,29565,7,35.00),
(3631,20220225,980,262,4,3078.00),
(3632,20220225,845,29810,8,200.00),
(3633,20220225,944,329,5,1320.00),
(3634,20220225,985,29807,8,4520.00),
(3635,20220225,953,346,2,2430.00),
(3636,20220225,838,272,6,8589.00),
(3637,20220226,889,2,10,10039.00),
(3638,20220226,891,120,7,7027.00),
(3639,20220227,784,29580,1,2295.00),
(3640,20220227,954,497,4,9536.00),
(3641,20220227,912,472,7,274.00),
(3642,20220227,719,37,1,1432.00),
(3643,20220227,783,29778,8,18360.00),
(3644,20220227,977,29668,10,5400.00),
(3645,20220228,708,93,3,105.00),
(3646,20220228,827,29544,2,551.00),
(3647,20220301,763,209,6,4698.00),
(3648,20220301,944,30024,6,1584.00),
(3649,20220301,796,617,1,2443.00),
(3650,20220301,782,364,10,22950.00),
(3651,20220301,814,29975,9,3139.00),
(3652,20220301,989,29616,4,2160.00),
(3653,20220302,913,511,5,263.00),
(3654,20220302,719,30025,5,7158.00),
(3655,20220302,966,29710,8,19073.00),
(3656,20220302,933,29919,5,163.00),
(3657,20220302,978,29744,9,6681.00),
(3658,20220302,932,209,9,225.00),
(3659,20220302,801,588,4,4482.00),
(3660,20220302,824,39,2,472.00),
(3661,20220302,720,30021,6,8589.00),
(3662,20220303,869,29813,9,630.00),
(3663,20220303,717,30000,4,5726.00),
(3664,20220303,762,309,9,7047.00),
(3665,20220303,795,29937,6,14660.00),
(3666,20220303,816,448,2,418.00),
(3667,20220303,976,29625,2,3402.00),
(3668,20220304,953,29485,8,9719.00),
(3669,20220304,910,352,7,368.00),
(3670,20220304,790,29890,8,19547.00),
(3671,20220304,740,30069,1,1365.00),
(3672,20220304,982,2,1,769.00),
(3673,20220304,838,30076,8,11452.00),
(3674,20220305,784,29682,8,18360.00),
(3675,20220305,744,29768,9,12146.00),
(3676,20220305,949,29692,11,1930.00),
(3677,20220306,922,29892,4,16.00),
(3678,20220306,865,30069,2,127.00),
(3679,20220306,990,30116,2,1080.00),
(3680,20220307,911,472,7,190.00),
(3681,20220307,962,219,11,8166.00),
(3682,20220307,832,307,1,349.00),
(3683,20220308,879,29632,9,1431.00),
(3684,20220308,852,29696,4,300.00),
(3685,20220309,858,570,9,220.00),
(3686,20220309,840,454,8,11452.00),
(3687,20220309,722,29763,8,2698.00),
(3688,20220309,813,30110,6,722.00),
(3689,20220309,916,29948,4,211.00),
(3690,20220309,916,199,6,316.00),
(3691,20220309,852,29974,10,750.00),
(3692,20220310,837,29714,8,11452.00),
(3693,20220310,739,30117,6,8187.00),
(3694,20220310,897,191,10,3334.00),
(3695,20220310,954,444,2,4768.00),
(3696,20220310,782,29978,4,9180.00),
(3697,20220310,764,223,3,2349.00),
(3698,20220310,747,29925,1,1350.00),
(3699,20220310,820,149,10,3301.00),
(3700,20220310,837,29824,8,11452.00),
(3701,20220310,839,185,8,11452.00),
(3702,20220311,819,29944,7,1739.00),
(3703,20220311,804,29490,2,459.00),
(3704,20220312,831,30039,9,3139.00),
(3705,20220312,741,204,9,12281.00),
(3706,20220312,928,29541,8,200.00),
(3707,20220312,988,137,9,5085.00),
(3708,20220312,976,29753,1,1701.00),
(3709,20220312,921,29515,8,40.00),
(3710,20220312,838,29847,7,10021.00),
(3711,20220312,915,293,9,352.00),
(3712,20220312,736,246,5,1686.00),
(3713,20220312,942,29806,7,2549.00),
(3714,20220313,941,562,11,891.00),
(3715,20220313,807,76,2,249.00),
(3716,20220313,956,316,2,4768.00),
(3717,20220313,742,419,9,12281.00),
(3718,20220313,839,29983,5,7158.00),
(3719,20220313,754,24,10,14580.00),
(3720,20220314,873,29857,11,25.00),
(3721,20220315,898,29568,1,333.00),
(3722,20220315,969,29918,8,19073.00),
(3723,20220315,922,492,7,28.00),
(3724,20220315,778,29959,4,13500.00),
(3725,20220315,798,29598,4,4482.00),
(3726,20220315,984,30025,10,5650.00),
(3727,20220316,973,29744,10,17010.00),
(3728,20220316,939,111,3,186.00),
(3729,20220316,727,133,2,674.00),
(3730,20220316,849,317,6,360.00),
(3731,20220316,956,496,5,11920.00),
(3732,20220317,720,438,8,11452.00),
(3733,20220317,873,29598,10,23.00),
(3734,20220317,843,400,11,275.00),
(3735,20220317,930,30118,8,280.00),
(3736,20220317,807,29,4,499.00),
(3737,20220317,738,29531,2,674.00),
(3738,20220318,727,29508,10,3372.00),
(3739,20220318,763,130,5,3915.00),
(3740,20220318,798,416,5,5602.00),
(3741,20220318,735,29506,2,1190.00),
(3742,20220319,857,546,7,630.00),
(3743,20220319,861,601,2,76.00),
(3744,20220319,813,29497,10,1203.00),
(3745,20220320,971,294,9,10934.00),
(3746,20220320,864,186,8,508.00),
(3747,20220320,892,29830,4,4016.00),
(3748,20220320,900,29764,9,3001.00),
(3749,20220320,874,551,7,63.00),
(3750,20220320,920,137,7,1848.00),
(3751,20220320,795,29627,4,9773.00),
(3752,20220320,876,254,10,1200.00),
(3753,20220320,975,402,5,8505.00),
(3754,20220320,874,30080,10,90.00),
(3755,20220320,804,29805,7,1606.00),
(3756,20220321,990,29654,8,4320.00),
(3757,20220321,903,29615,11,3668.00),
(3758,20220321,852,407,9,675.00),
(3759,20220321,731,624,2,1190.00),
(3760,20220322,882,29646,3,162.00),
(3761,20220323,976,417,5,8505.00),
(3762,20220323,751,621,10,35783.00),
(3763,20220324,899,30037,4,1334.00),
(3764,20220324,859,61,4,98.00),
(3765,20220324,735,210,4,2379.00),
(3766,20220324,802,329,6,889.00),
(3767,20220324,815,4,9,547.00),
(3768,20220324,867,30063,9,630.00),
(3769,20220325,825,365,2,654.00),
(3770,20220325,965,419,9,6681.00),
(3771,20220325,793,363,9,21990.00),
(3772,20220325,835,29840,11,6543.00),
(3773,20220325,816,29807,2,418.00),
(3774,20220325,962,30111,2,1485.00),
(3775,20220326,902,239,3,1000.00),
(3776,20220326,815,160,10,607.00),
(3777,20220326,719,5,2,2863.00),
(3778,20220326,852,29515,3,225.00),
(3779,20220326,792,29822,4,9773.00),
(3780,20220326,970,29677,10,12149.00),
(3781,20220326,734,192,8,4759.00),
(3782,20220327,890,29682,7,7027.00),
(3783,20220327,871,29743,3,30.00),
(3784,20220327,818,30012,4,342.00),
(3785,20220327,724,29713,9,3035.00),
(3786,20220327,826,674,9,1013.00),
(3787,20220328,875,10,4,36.00),
(3788,20220328,823,29496,7,614.00),
(3789,20220328,717,335,2,2863.00),
(3790,20220328,956,397,1,2384.00),
(3791,20220329,858,29650,4,98.00),
(3792,20220329,977,39,5,2700.00),
(3793,20220330,822,29688,2,1190.00),
(3794,20220330,735,543,2,1190.00),
(3795,20220330,711,310,10,350.00),
(3796,20220330,897,30094,11,3668.00),
(3797,20220330,775,29853,10,33750.00),
(3798,20220330,943,29859,5,1249.00),
(3799,20220330,916,93,3,158.00),
(3800,20220330,743,29736,7,9447.00),
(3801,20220330,929,92,11,330.00),
(3802,20220331,832,29930,8,2790.00),
(3803,20220331,884,685,8,432.00),
(3804,20220331,722,498,9,3035.00),
(3805,20220331,783,30063,9,20655.00),
(3806,20220331,731,408,8,4759.00),
(3807,20220331,727,605,7,2361.00),
(3808,20220331,840,29692,9,12884.00),
(3809,20220331,791,196,5,12217.00),
(3810,20220331,706,12,9,12884.00),
(3811,20220401,818,29617,9,770.00),
(3812,20220401,942,683,6,2185.00),
(3813,20220401,817,670,5,1501.00),
(3814,20220401,949,112,3,526.00),
(3815,20220401,716,29784,2,100.00),
(3816,20220401,850,547,3,180.00),
(3817,20220401,743,168,8,10797.00),
(3818,20220401,751,29991,8,28626.00),
(3819,20220402,881,29588,7,378.00),
(3820,20220402,768,508,2,1566.00),
(3821,20220403,982,551,9,6925.00),
(3822,20220403,721,510,4,5726.00),
(3823,20220403,942,29698,6,2185.00),
(3824,20220403,922,254,8,32.00),
(3825,20220403,835,29711,5,2974.00),
(3826,20220403,772,318,11,37400.00),
(3827,20220404,865,29998,5,318.00),
(3828,20220404,963,92,7,5196.00),
(3829,20220405,896,29769,9,3001.00),
(3830,20220405,998,29868,7,3780.00),
(3831,20220405,914,696,6,163.00),
(3832,20220405,769,354,7,5481.00),
(3833,20220405,865,4,9,572.00),
(3834,20220405,905,364,3,1092.00),
(3835,20220406,766,180,4,3132.00),
(3836,20220406,954,136,10,23841.00),
(3837,20220406,783,29893,6,13770.00),
(3838,20220406,921,306,7,35.00),
(3839,20220406,881,343,6,324.00),
(3840,20220406,866,29891,7,445.00),
(3841,20220406,879,29617,5,795.00),
(3842,20220406,915,29797,7,274.00),
(3843,20220407,817,29523,3,901.00),
(3844,20220407,887,448,9,9035.00),
(3845,20220407,827,180,8,2203.00),
(3846,20220407,749,29722,9,32204.00),
(3847,20220407,844,30010,6,120.00),
(3848,20220407,732,84,7,4164.00),
(3849,20220407,990,29663,8,4320.00),
(3850,20220408,935,659,7,283.00),
(3851,20220408,766,29797,5,3915.00),
(3852,20220408,955,29783,7,16688.00),
(3853,20220408,831,30034,3,1046.00),
(3854,20220408,746,29906,6,8098.00),
(3855,20220408,806,29546,6,614.00),
(3856,20220408,806,30045,1,102.00),
(3857,20220408,724,608,10,3372.00),
(3858,20220408,800,29522,10,11205.00),
(3859,20220409,945,29625,5,457.00),
(3860,20220409,744,221,7,9447.00),
(3861,20220409,970,308,4,4859.00),
(3862,20220409,899,29851,8,2667.00),
(3863,20220409,756,624,5,7290.00),
(3864,20220409,885,348,6,6023.00),
(3865,20220409,758,92,9,13122.00),
(3866,20220409,734,29573,10,5948.00),
(3867,20220409,948,29599,8,852.00),
(3868,20220409,799,29503,2,2241.00),
(3869,20220410,734,256,9,5353.00),
(3870,20220410,908,29915,4,108.00),
(3871,20220410,723,29523,3,1012.00),
(3872,20220410,855,528,8,720.00),
(3873,20220410,779,574,9,20880.00),
(3874,20220410,886,29560,3,1000.00),
(3875,20220410,810,551,3,361.00),
(3876,20220410,909,367,2,78.00),
(3877,20220411,933,29705,2,65.00),
(3878,20220411,941,6,2,162.00),
(3879,20220411,781,674,5,11600.00),
(3880,20220412,804,29761,8,1836.00),
(3881,20220412,849,30004,2,120.00),
(3882,20220412,876,205,10,1200.00),
(3883,20220412,902,30076,1,333.00),
(3884,20220412,880,222,7,385.00),
(3885,20220412,910,353,1,53.00),
(3886,20220412,945,29591,8,732.00),
(3887,20220412,875,29991,2,18.00),
(3888,20220412,987,377,8,4520.00),
(3889,20220413,979,29881,5,3712.00),
(3890,20220413,813,29991,10,1203.00),
(3891,20220413,772,29523,5,17000.00),
(3892,20220413,764,550,5,3915.00),
(3893,20220413,844,29948,5,100.00),
(3894,20220413,895,29689,11,3668.00),
(3895,20220413,778,150,8,27000.00),
(3896,20220413,752,29545,10,35783.00),
(3897,20220413,971,552,6,7289.00),
(3898,20220414,743,120,9,12146.00),
(3899,20220414,876,29857,10,1200.00),
(3900,20220414,797,128,6,6723.00),
(3901,20220414,956,29832,4,9536.00),
(3902,20220414,919,597,5,1320.00),
(3903,20220415,766,462,5,3915.00),
(3904,20220415,912,502,7,274.00),
(3905,20220415,932,29686,7,175.00),
(3906,20220415,761,346,8,6264.00),
(3907,20220415,803,607,7,1228.00),
(3908,20220415,812,180,4,248.00),
(3909,20220415,861,166,8,304.00),
(3910,20220415,947,29601,5,458.00),
(3911,20220415,938,29847,4,162.00),
(3912,20220416,885,402,10,10039.00),
(3913,20220416,730,407,2,674.00),
(3914,20220416,958,29743,6,4454.00),
(3915,20220416,896,484,7,2334.00),
(3916,20220416,939,433,9,559.00),
(3917,20220416,843,29778,8,200.00),
(3918,20220416,795,456,9,21990.00),
(3919,20220416,967,448,4,9536.00),
(3920,20220417,787,29584,5,5400.00),
(3921,20220417,834,29565,2,1190.00),
(3922,20220418,843,1,8,200.00),
(3923,20220418,911,659,4,108.00),
